termino;n;veredicto;categoria;nota
skills development;6;1;ok;
compliance system;1;1;ok;
compliance system;2;1;ok;
compliance system;3;1;ok;
compliance system;4;1;ok;
compliance system;5;1;ok;
compliance system;6;0;generico;contexto regulatorio sectorial
un guiding principles;1;1;ok;
un guiding principles;2;1;ok;
un guiding principles;3;1;ok;
un guiding principles;4;1;ok;
un guiding principles;5;1;ok;
un guiding principles;6;1;ok;
safety at work;1;1;ok;
safety at work;2;1;ok;
safety at work;3;0;indice;indice GRI
safety at work;4;1;ok;
safety at work;5;1;ok;
safety at work;6;0;indice;indice EINF con paginas
employee commuting;1;1;ok;
employee commuting;2;1;ok;
employee commuting;3;1;ok;
employee commuting;4;1;ok;
employee commuting;5;0;indice;etiqueta de grafico
employee commuting;6;1;ok;
charging point;1;1;ok;
charging point;2;1;ok;
charging point;3;1;ok;
charging point;4;1;ok;
charging point;5;1;ok;
charging point;6;1;ok;
parental leave;1;1;ok;
parental leave;2;1;ok;
parental leave;3;1;ok;
parental leave;4;1;ok;
parental leave;5;1;ok;
parental leave;6;1;ok;
employee share ownership;1;0;financiero;cancelacion de autocartera
employee share ownership;2;1;ok;
employee share ownership;3;0;indice;referencia cruzada a apartado
employee share ownership;4;0;financiero;reduccion de capital
employee share ownership;5;1;ok;
employee share ownership;6;1;ok;
consumer health;1;1;ok;matriz de materialidad
consumer health;2;0;indice;tabla de correspondencias con paginas
consumer health;3;0;otro;nombre de linea de negocio
consumer health;4;0;otro;categoria de producto
consumer health;5;0;indice;tabla de correspondencias con paginas
consumer health;6;0;otro;nombre de division Bayer
employee training;1;0;indice;indice GRI
employee training;2;1;ok;
employee training;3;0;generico;prevencion de incendios operativa
employee training;4;1;ok;
employee training;5;0;indice;lista de palancas de gestion
employee training;6;0;indice;tabla de mapeo ODS
vehicle safety;1;0;financiero;listado de litigios
vehicle safety;2;1;ok;
vehicle safety;3;1;ok;matriz de materialidad
vehicle safety;4;1;ok;
vehicle safety;5;0;otro;antirrobo
vehicle safety;6;0;generico;descripcion de marco regulatorio
smart grid;1;1;ok;
smart grid;2;1;ok;
smart grid;3;1;ok;
smart grid;4;1;ok;
smart grid;5;1;ok;
smart grid;6;0;generico;narrativa de ciudad inteligente
vulnerable group;1;1;ok;
vulnerable group;2;0;generico;contexto macroeconomico
vulnerable group;3;1;ok;
vulnerable group;4;1;ok;
vulnerable group;5;1;ok;
vulnerable group;6;1;ok;
external assurance;1;0;indice;encabezado sobre reguladores
external assurance;2;0;indice;indice GRI
external assurance;3;0;indice;etiqueta de diagrama de tres lineas
external assurance;4;1;ok;verificacion externa de indicadores
external assurance;5;0;indice;etiqueta de diagrama de tres lineas
external assurance;6;0;indice;indice GRI
psychosocial risk;1;1;ok;
psychosocial risk;2;1;ok;
psychosocial risk;3;1;ok;
psychosocial risk;4;1;ok;
psychosocial risk;5;1;ok;
psychosocial risk;6;1;ok;
green deal;1;1;ok;
green deal;2;1;ok;
green deal;3;1;ok;
green deal;4;1;ok;
green deal;5;1;ok;
green deal;6;1;ok;
three lines of defence;1;1;ok;
three lines of defence;2;0;indice;referencia cruzada con pagina
three lines of defence;3;1;ok;
three lines of defence;4;1;ok;
three lines of defence;5;1;ok;
three lines of defence;6;1;ok;
oil spill;1;1;ok;
oil spill;2;1;ok;
oil spill;3;1;ok;
oil spill;4;1;ok;
oil spill;5;1;ok;
oil spill;6;1;ok;
product stewardship;1;1;ok;
product stewardship;2;1;ok;tabla de respuestas a riesgos
product stewardship;3;1;ok;
product stewardship;4;1;ok;
product stewardship;5;1;ok;
product stewardship;6;1;ok;
board composition;1;1;ok;
board composition;2;1;ok;
board composition;3;1;ok;
board composition;4;1;ok;
board composition;5;1;ok;
board composition;6;1;ok;
re100;1;1;ok;
re100;2;1;ok;
re100;3;1;ok;
re100;4;1;ok;
re100;5;1;ok;
re100;6;1;ok;
