termino;n;veredicto;categoria;nota
employee\s+well\w*;2;1;ok;
employee\s+well\w*;3;1;ok;
employee\s+well\w*;4;1;ok;
employee\s+well\w*;5;1;ok;
employee\s+well\w*;6;1;ok;
community engagement;1;1;ok;
community engagement;2;1;ok;
community engagement;3;0;indice;titulo de seccion
community engagement;4;1;ok;
community engagement;5;1;ok;
community engagement;6;1;ok;
tonne\w*\s+(?:co2|carbon);1;1;ok;
tonne\w*\s+(?:co2|carbon);2;1;ok;
tonne\w*\s+(?:co2|carbon);3;1;ok;
tonne\w*\s+(?:co2|carbon);4;1;ok;
tonne\w*\s+(?:co2|carbon);5;1;ok;
tonne\w*\s+(?:co2|carbon);6;1;ok;
female representation;1;1;ok;
female representation;2;1;ok;
female representation;3;1;ok;
female representation;4;1;ok;
female representation;5;1;ok;
female representation;6;1;ok;
taxonomy alignment;1;1;ok;
taxonomy alignment;2;0;indice;referencia cruzada a pagina
taxonomy alignment;3;1;ok;
taxonomy alignment;4;1;ok;
taxonomy alignment;5;1;ok;
taxonomy alignment;6;0;indice;indice con numeros de pagina
compliance violation;1;0;financiero;nota de litigios en estados financieros
compliance violation;2;1;ok;clawback de remuneracion
compliance violation;3;1;ok;
compliance violation;4;1;ok;
compliance violation;5;1;ok;
compliance violation;6;1;ok;
tnfd;1;0;indice;glosario
tnfd;2;1;ok;
tnfd;3;0;indice;indice con numeros de pagina
tnfd;4;1;ok;
tnfd;5;1;ok;
tnfd;6;1;ok;
social partner;1;1;ok;
social partner;2;1;ok;
social partner;3;1;ok;
social partner;4;0;financiero;provision de reestructuracion
social partner;5;0;indice;subtitulo de seccion
social partner;6;1;ok;
affordability;1;0;generico;riesgo de demanda de vehiculos electricos
affordability;2;0;financiero;beneficio operativo como umbral de bonus
affordability;3;1;ok;
affordability;4;1;ok;
affordability;5;0;financiero;modelos de concesion de credito
affordability;6;0;generico;negocio asegurador
tax transparency;1;1;ok;
tax transparency;2;1;ok;
tax transparency;3;1;ok;
tax transparency;4;1;ok;
tax transparency;5;1;ok;
tax transparency;6;0;indice;etiquetas de esquema previo a tabla
ifrs\s*s[12]\b;1;1;ok;
ifrs\s*s[12]\b;2;0;indice;tabla de correspondencia ESRS ISSB
ifrs\s*s[12]\b;3;1;ok;
ifrs\s*s[12]\b;4;0;indice;tabla de correspondencia ESRS ISSB
ifrs\s*s[12]\b;5;1;ok;
ifrs\s*s[12]\b;6;1;ok;
social compliance;1;1;ok;
social compliance;2;0;indice;encabezado y referencia cruzada
social compliance;3;1;ok;
social compliance;4;1;ok;
social compliance;5;1;ok;
social compliance;6;1;ok;
volatile organic;1;1;ok;
volatile organic;2;1;ok;
volatile organic;3;1;ok;
volatile organic;4;1;ok;
volatile organic;5;1;ok;
volatile organic;6;1;ok;
heat wave;1;1;ok;
heat wave;2;1;ok;
heat wave;3;1;ok;
heat wave;4;1;ok;
heat wave;5;1;ok;
heat wave;6;1;ok;
fair competition;1;1;ok;
fair competition;2;0;generico;regulacion de mercados financieros
fair competition;3;1;ok;
fair competition;4;1;ok;
fair competition;5;1;ok;
fair competition;6;1;ok;
supplier assessment;1;1;ok;
supplier assessment;2;1;ok;
supplier assessment;3;1;ok;
supplier assessment;4;1;ok;
supplier assessment;5;1;ok;
supplier assessment;6;1;ok;
nature-based solution;1;1;ok;
nature-based solution;2;1;ok;
nature-based solution;3;1;ok;
nature-based solution;4;1;ok;
nature-based solution;5;1;ok;
nature-based solution;6;1;ok;
reskilling;1;1;ok;
reskilling;2;1;ok;
reskilling;3;1;ok;
reskilling;4;1;ok;
reskilling;5;1;ok;
reskilling;6;1;ok;
life cycle assessment;1;1;ok;
life cycle assessment;2;1;ok;
life cycle assessment;3;1;ok;
life cycle assessment;4;1;ok;
life cycle assessment;5;1;ok;
life cycle assessment;6;1;ok;
