termino;n;veredicto;categoria;nota
non-financial reporting;6;1;ok;
solar power;1;1;ok;
solar power;2;1;ok;
solar power;3;1;ok;
solar power;4;1;ok;
solar power;5;1;ok;
solar power;6;1;ok;
solar panel;1;1;ok;
solar panel;2;1;ok;
solar panel;3;1;ok;
solar panel;4;1;ok;
solar panel;5;1;ok;
solar panel;6;1;ok;
ecosystem service;1;1;ok;
ecosystem service;2;1;ok;
ecosystem service;3;1;ok;
ecosystem service;4;1;ok;tabla con datos
ecosystem service;5;1;ok;
ecosystem service;6;1;ok;
materiality matrix;1;1;ok;
materiality matrix;2;1;ok;
materiality matrix;3;1;ok;
materiality matrix;4;1;ok;
materiality matrix;5;1;ok;
materiality matrix;6;1;ok;
employees with disabilities;1;0;otro;biografia de consejera
employees with disabilities;2;1;ok;nota metodologica del indicador
employees with disabilities;3;1;ok;
employees with disabilities;4;1;ok;
employees with disabilities;5;1;ok;
employees with disabilities;6;1;ok;
sustainable aviation fuel;1;1;ok;
sustainable aviation fuel;2;1;ok;
sustainable aviation fuel;3;1;ok;
sustainable aviation fuel;4;1;ok;
sustainable aviation fuel;5;1;ok;criterio ESG en remuneracion
sustainable aviation fuel;6;1;ok;
business integrity;1;1;ok;
business integrity;2;1;ok;
business integrity;3;1;ok;
business integrity;4;1;ok;tema en matriz de materialidad
business integrity;5;1;ok;
business integrity;6;1;ok;
nonfinancial statement;1;0;indice;referencia cruzada
nonfinancial statement;2;0;indice;referencia cruzada a paginas
nonfinancial statement;3;0;financiero;informe de auditoria
nonfinancial statement;4;0;generico;metadatos del informe
nonfinancial statement;5;0;financiero;informe de verificacion
nonfinancial statement;6;1;ok;supervision de la verificacion
natural ecosystem;1;0;indice;glosario
natural ecosystem;2;1;ok;
natural ecosystem;3;1;ok;
natural ecosystem;4;1;ok;
natural ecosystem;5;1;ok;
natural ecosystem;6;1;ok;
anti-fraud;1;1;ok;
anti-fraud;2;0;generico;fraude a clientes operativo
anti-fraud;3;1;ok;
anti-fraud;4;1;ok;
anti-fraud;5;1;ok;
anti-fraud;6;1;ok;
carbon offset;1;1;ok;
carbon offset;2;1;ok;
carbon offset;3;1;ok;
carbon offset;4;0;indice;glosario
carbon offset;5;1;ok;
carbon offset;6;1;ok;
persons with disabilities;1;0;otro;texto de meta ODS citado
persons with disabilities;2;0;indice;indice ESRS
persons with disabilities;3;0;otro;texto de meta ODS citado
persons with disabilities;4;1;ok;
persons with disabilities;5;1;ok;
persons with disabilities;6;1;ok;
solar energy;1;1;ok;
solar energy;2;1;ok;
solar energy;3;1;ok;
solar energy;4;1;ok;
solar energy;5;1;ok;
solar energy;6;1;ok;
water footprint;1;1;ok;
water footprint;2;1;ok;
water footprint;3;1;ok;
water footprint;4;1;ok;
water footprint;5;1;ok;
water footprint;6;1;ok;
sustainable packaging;1;1;ok;
sustainable packaging;2;1;ok;
sustainable packaging;3;1;ok;
sustainable packaging;4;1;ok;
sustainable packaging;5;1;ok;
sustainable packaging;6;1;ok;
alternative fuel;1;1;ok;
alternative fuel;2;1;ok;
alternative fuel;3;0;otro;nombre de reglamento
alternative fuel;4;0;generico;seguridad energetica sin contenido ESG
alternative fuel;5;1;ok;
alternative fuel;6;1;ok;
fraud prevention;1;1;ok;control interno
fraud prevention;2;1;ok;
fraud prevention;3;1;ok;
fraud prevention;4;1;ok;
fraud prevention;5;1;ok;
fraud prevention;6;0;generico;fraude a clientes y ciberseguridad
packaging waste;1;1;ok;
packaging waste;2;1;ok;
packaging waste;3;1;ok;
packaging waste;4;1;ok;
packaging waste;5;1;ok;
packaging waste;6;1;ok;
esg risk management;1;1;ok;
esg risk management;2;1;ok;
esg risk management;3;1;ok;
esg risk management;4;1;ok;
esg risk management;5;0;indice;tabla de stakeholders con referencias
esg risk management;6;1;ok;
solar farm;1;0;financiero;contabilidad de PPA como derivados
solar farm;2;1;ok;
solar farm;3;1;ok;
solar farm;4;0;financiero;prestamo en notas financieras
solar farm;5;1;ok;
solar farm;6;1;ok;
solar plant;1;1;ok;
solar plant;2;1;ok;
solar plant;3;1;ok;
solar plant;4;0;generico;impacto regulatorio comercial
solar plant;5;1;ok;
solar plant;6;1;ok;
disability inclusion;1;1;ok;
disability inclusion;2;1;ok;
disability inclusion;3;1;ok;
disability inclusion;4;1;ok;
disability inclusion;5;1;ok;
disability inclusion;6;1;ok;
nonfinancial information;1;1;ok;funcion del comite de auditoria
nonfinancial information;2;0;generico;metadatos del informe
nonfinancial information;3;0;generico;metadatos del informe
nonfinancial information;4;0;financiero;honorarios de auditoria
nonfinancial information;5;0;otro;texto legal de directiva
nonfinancial information;6;1;ok;control interno no financiero
climate scenario analysis;1;1;ok;
climate scenario analysis;2;1;ok;
climate scenario analysis;3;1;ok;
climate scenario analysis;4;1;ok;
climate scenario analysis;5;1;ok;
climate scenario analysis;6;1;ok;
offsett?ing\s+(?:of\s+)?(?:\w+\s+)?emission;1;1;ok;
offsett?ing\s+(?:of\s+)?(?:\w+\s+)?emission;2;1;ok;
offsett?ing\s+(?:of\s+)?(?:\w+\s+)?emission;3;1;ok;
offsett?ing\s+(?:of\s+)?(?:\w+\s+)?emission;4;1;ok;
offsett?ing\s+(?:of\s+)?(?:\w+\s+)?emission;5;1;ok;
offsett?ing\s+(?:of\s+)?(?:\w+\s+)?emission;6;1;ok;
climate risk management;1;0;otro;nombre de guia del BCE
climate risk management;2;1;ok;
climate risk management;3;0;indice;encabezado de seccion
climate risk management;4;1;ok;
climate risk management;5;0;indice;referencia cruzada
climate risk management;6;1;ok;supervision del organo de control
ecological footprint;1;1;ok;
ecological footprint;2;1;ok;
ecological footprint;3;1;ok;
ecological footprint;4;1;ok;
ecological footprint;5;0;otro;nombre propio de herramienta
ecological footprint;6;1;ok;
nonfinancial reporting;1;1;ok;supervision de la verificacion
nonfinancial reporting;2;1;ok;
nonfinancial reporting;3;1;ok;comite de auditoria
nonfinancial reporting;4;0;otro;nombre de directiva
nonfinancial reporting;5;0;indice;glosario
nonfinancial reporting;6;1;ok;funcion del comite de auditoria
low-carbon fuel;1;1;ok;
low-carbon fuel;2;1;ok;
low-carbon fuel;3;0;otro;nombre de alianza industrial
low-carbon fuel;4;1;ok;
low-carbon fuel;5;0;otro;nombre de normativa estadounidense
low-carbon fuel;6;1;ok;
recyclable packaging;1;1;ok;tabla de objetivos con datos
recyclable packaging;2;1;ok;
recyclable packaging;3;1;ok;
recyclable packaging;4;1;ok;
recyclable packaging;5;1;ok;
recyclable packaging;6;1;ok;
ecosystem restoration;1;1;ok;
ecosystem restoration;2;1;ok;
ecosystem restoration;3;1;ok;
ecosystem restoration;4;1;ok;
ecosystem restoration;5;1;ok;
ecosystem restoration;6;1;ok;
