termino;n;veredicto;categoria;nota
compliance program;3;1;ok;
compliance program;4;1;ok;
compliance program;5;1;ok;
compliance program;6;1;ok;
money laundering;1;1;ok;
money laundering;2;1;ok;
money laundering;3;1;ok;
money laundering;4;1;ok;
money laundering;5;1;ok;
money laundering;6;1;ok;
csrd;1;1;ok;
csrd;2;1;ok;
csrd;3;1;ok;
csrd;4;1;ok;
csrd;5;0;indice;glosario
csrd;6;1;ok;
transition plan;1;1;ok;
transition plan;2;1;ok;planes de transicion justa
transition plan;3;1;ok;
transition plan;4;0;generico;relevo del socio auditor
transition plan;5;1;ok;
transition plan;6;0;indice;tabla de correspondencia
decarbonisation;1;1;ok;
decarbonisation;2;1;ok;
decarbonisation;3;1;ok;
decarbonisation;4;0;otro;biografia de consejera
decarbonisation;5;1;ok;
decarbonisation;6;1;ok;
injury;1;1;ok;seguridad de producto
injury;2;0;indice;glosario
injury;3;0;financiero;seguro de lesiones personales
injury;4;0;indice;tabla GRI
injury;5;1;ok;
injury;6;1;ok;
nutrition;1;1;ok;
nutrition;2;1;ok;
nutrition;3;1;ok;
nutrition;4;0;otro;nombre de empresa cliente
nutrition;5;1;ok;
nutrition;6;1;ok;
animal welfare;1;0;otro;exclusion legal boilerplate
animal welfare;2;1;ok;
animal welfare;3;1;ok;
animal welfare;4;0;otro;exclusion legal boilerplate
animal welfare;5;0;indice;tabla de correspondencia
animal welfare;6;1;ok;
iso\s*14001\b;1;1;ok;
iso\s*14001\b;2;1;ok;
iso\s*14001\b;3;1;ok;
iso\s*14001\b;4;1;ok;
iso\s*14001\b;5;1;ok;
iso\s*14001\b;6;1;ok;
energy management;1;0;generico;funcionalidad de producto
energy management;2;0;financiero;politica de compra de energia
energy management;3;0;otro;nombre de agencia ADEME
energy management;4;1;ok;
energy management;5;0;indice;referencia cruzada
energy management;6;1;ok;
customer satisfaction;1;1;ok;
customer satisfaction;2;1;ok;
customer satisfaction;3;0;generico;metrica de plan de incentivos
customer satisfaction;4;0;generico;prosa comercial
customer satisfaction;5;1;ok;
customer satisfaction;6;1;ok;
antitrust;1;0;indice;encabezado repetido
antitrust;2;1;ok;
antitrust;3;1;ok;
antitrust;4;1;ok;
antitrust;5;0;indice;tabla SASB
antitrust;6;1;ok;
science based target;1;1;ok;
science based target;2;1;ok;
science based target;3;1;ok;
science based target;4;0;indice;glosario
science based target;5;1;ok;
science based target;6;1;ok;
biofuel;1;1;ok;
biofuel;2;1;ok;
biofuel;3;1;ok;
biofuel;4;1;ok;
biofuel;5;1;ok;
biofuel;6;1;ok;
photovoltaic;1;1;ok;
photovoltaic;2;1;ok;
photovoltaic;3;0;generico;mercado de producto aislante
photovoltaic;4;1;ok;
photovoltaic;5;1;ok;
photovoltaic;6;1;ok;
whistleblower;1;1;ok;
whistleblower;2;1;ok;
whistleblower;3;0;indice;tabla SASB
whistleblower;4;1;ok;
whistleblower;5;1;ok;
whistleblower;6;1;ok;
business ethics;1;1;ok;
business ethics;2;0;indice;referencia cruzada
business ethics;3;0;indice;referencia cruzada a paginas
business ethics;4;1;ok;
business ethics;5;0;indice;encabezado de seccion
business ethics;6;1;ok;
global warming;1;1;ok;
global warming;2;1;ok;
global warming;3;0;indice;glosario
global warming;4;1;ok;
global warming;5;1;ok;
global warming;6;0;indice;glosario
succession planning;1;1;ok;
succession planning;2;1;ok;
succession planning;3;1;ok;
succession planning;4;1;ok;
succession planning;5;1;ok;
succession planning;6;1;ok;
freedom of association;1;1;ok;
freedom of association;2;1;ok;
freedom of association;3;0;indice;tabla GRI
freedom of association;4;1;ok;
freedom of association;5;1;ok;
freedom of association;6;0;indice;referencia cruzada
landfill;1;1;ok;
landfill;2;1;ok;
landfill;3;1;ok;
landfill;4;1;ok;
landfill;5;1;ok;
landfill;6;1;ok;
ocean;1;1;ok;
ocean;2;1;ok;
ocean;3;1;ok;
ocean;4;1;ok;transporte maritimo como descarbonizacion
ocean;5;1;ok;
ocean;6;0;otro;toponimo Oceano Indico
regenerative agriculture;1;1;ok;
regenerative agriculture;2;1;ok;
regenerative agriculture;3;1;ok;
regenerative agriculture;4;1;ok;
regenerative agriculture;5;1;ok;
regenerative agriculture;6;1;ok;
ethics and compliance;1;1;ok;
ethics and compliance;2;1;ok;
ethics and compliance;3;1;ok;
ethics and compliance;4;1;ok;
ethics and compliance;5;0;indice;referencia cruzada
ethics and compliance;6;1;ok;
grievance;1;1;ok;
grievance;2;1;ok;
grievance;3;0;indice;encabezado de seccion
grievance;4;1;ok;
grievance;5;1;ok;
grievance;6;1;ok;
dei;1;1;ok;
dei;2;1;ok;
dei;3;1;ok;
dei;4;0;otro;preposicion italiana dei
dei;5;0;otro;preposicion italiana dei
dei;6;0;otro;preposicion italiana dei
wellbeing;1;1;ok;
wellbeing;2;1;ok;
wellbeing;3;1;ok;
wellbeing;4;1;ok;
wellbeing;5;1;ok;
wellbeing;6;1;ok;
iso 14001;1;0;otro;pie de imprenta
iso 14001;2;1;ok;
iso 14001;3;1;ok;
iso 14001;4;1;ok;
iso 14001;5;1;ok;
iso 14001;6;1;ok;
duty of vigilance;1;0;otro;lista de referencias legales
duty of vigilance;2;0;financiero;salvedad del verificador
duty of vigilance;3;1;ok;
duty of vigilance;4;0;financiero;salvedad del verificador
duty of vigilance;5;0;financiero;salvedad del verificador
duty of vigilance;6;0;indice;referencia cruzada
gdpr;1;1;ok;
gdpr;2;1;ok;
gdpr;3;1;ok;
gdpr;4;1;ok;
gdpr;5;1;ok;
gdpr;6;1;ok;
