termino;n;veredicto;categoria;nota
compliance and ethics;3;1;ok;
compliance and ethics;4;1;ok;
compliance and ethics;5;1;ok;
compliance and ethics;6;0;generico;politica de credito formula generica
iso 37001;1;1;ok;
iso 37001;2;1;ok;
iso 37001;3;1;ok;
iso 37001;4;1;ok;
iso 37001;5;1;ok;
iso 37001;6;1;ok;
better cotton;1;0;indice;glosario
better cotton;2;1;ok;
better cotton;3;1;ok;
better cotton;4;1;ok;
better cotton;5;1;ok;
better cotton;6;1;ok;
b corp;1;1;ok;
b corp;2;1;ok;
b corp;3;0;otro;certificacion de la agencia de rating
b corp;4;1;ok;
b corp;5;0;otro;certificacion de la agencia de rating
b corp;6;1;ok;
leather working group;1;1;ok;
leather working group;2;1;ok;
leather working group;3;1;ok;
leather working group;4;1;ok;
leather working group;5;1;ok;
leather working group;6;1;ok;
employee wellbeing;1;1;ok;
employee wellbeing;2;1;ok;
employee wellbeing;3;1;ok;
employee wellbeing;4;1;ok;
employee wellbeing;5;1;ok;
employee wellbeing;6;1;ok;
fairtrade;1;1;ok;
fairtrade;2;1;ok;
fairtrade;3;1;ok;
fairtrade;4;1;ok;
fairtrade;5;1;ok;
fairtrade;6;1;ok;
supply chain audit;1;1;ok;
supply chain audit;2;1;ok;
supply chain audit;3;0;generico;control interno del origen Made in France
supply chain audit;4;1;ok;
supply chain audit;5;1;ok;
supply chain audit;6;1;ok;
supply chain emission;1;1;ok;leyenda de grafico de alcance 3
supply chain emission;2;1;ok;
supply chain emission;3;1;ok;
supply chain emission;4;1;ok;
supply chain emission;5;1;ok;
supply chain emission;6;1;ok;
compost;1;1;ok;
compost;2;1;ok;
compost;3;1;ok;
compost;4;1;ok;
compost;5;1;ok;
compost;6;1;ok;
community relations;1;0;indice;encabezado de tabla SASB
community relations;2;1;ok;
community relations;3;1;ok;
community relations;4;1;ok;
community relations;5;1;ok;lista de temas materiales
community relations;6;0;indice;encabezado de tabla SASB
raw material sourcing;1;1;ok;
raw material sourcing;2;1;ok;
raw material sourcing;3;1;ok;
raw material sourcing;4;1;ok;
raw material sourcing;5;1;ok;
raw material sourcing;6;1;ok;
peatland;1;1;ok;
peatland;2;1;ok;
peatland;3;1;ok;
peatland;4;1;ok;
peatland;5;1;ok;
peatland;6;1;ok;
cover crop;1;1;ok;
cover crop;2;1;ok;
cover crop;3;1;ok;
cover crop;4;1;ok;
cover crop;5;1;ok;
cover crop;6;1;ok;
raw material consumption;1;0;indice;tabla de correspondencia NFPS
raw material consumption;2;1;ok;
raw material consumption;3;1;ok;
raw material consumption;4;0;indice;tabla de correspondencia NFPS
raw material consumption;5;1;ok;
raw material consumption;6;0;generico;tendencias de mercado de digitalizacion
supply chain transparency;1;0;indice;etiquetas de grafico
supply chain transparency;2;1;ok;
supply chain transparency;3;1;ok;
supply chain transparency;4;1;ok;
supply chain transparency;5;0;indice;referencia cruzada a secciones
supply chain transparency;6;1;ok;
proxy statement;1;0;otro;texto legal NYSE repetido
proxy statement;2;0;otro;texto legal NYSE repetido
proxy statement;3;0;otro;texto legal NYSE repetido
proxy statement;4;0;otro;texto legal NYSE repetido
proxy statement;5;0;otro;texto legal NYSE repetido
proxy statement;6;0;generico;fuentes de datos de producto de rating
virgin polyester;1;1;ok;
virgin polyester;2;1;ok;
virgin polyester;3;1;ok;
virgin polyester;4;1;ok;
virgin polyester;5;1;ok;
virgin polyester;6;1;ok;
board oversight;1;0;indice;encabezado de seccion
board oversight;2;0;indice;encabezado de seccion
board oversight;3;1;ok;
board oversight;4;1;ok;
board oversight;5;0;indice;encabezado de tabla TNFD
board oversight;6;0;indice;encabezado de seccion
supply chain human right;1;0;indice;encabezado de tabla
supply chain human right;2;0;indice;tabla de correspondencia SASB
supply chain human right;3;0;indice;tabla de correspondencia SASB
supply chain human right;4;1;ok;tabla de riesgos
supply chain human right;5;1;ok;nombre de riesgo con descripcion
supply chain human right;6;1;ok;nombre de riesgo con descripcion
supply chain footprint;1;1;ok;riesgo climatico
supply chain footprint;2;1;ok;
supply chain footprint;3;0;generico;huella geografica industrial
supply chain footprint;4;0;generico;huella geografica por geopolitica
supply chain footprint;5;0;generico;huella geografica industrial
supply chain footprint;6;1;ok;riesgo de transicion
cop 28;1;1;ok;
cop 28;2;1;ok;
cop 28;3;1;ok;
cop 28;4;1;ok;
cop 28;5;1;ok;
cop 28;6;1;ok;
fair condition;1;1;ok;
fair condition;2;1;ok;lista de temas materiales
fair condition;3;1;ok;
fair condition;4;1;ok;
fair condition;5;1;ok;lista de temas materiales
fair condition;6;0;generico;condiciones para inversion en telecom
scope\s+(?:one|two|three);1;0;otro;ciclo de control interno
scope\s+(?:one|two|three);2;0;otro;perimetro de reporte one year
scope\s+(?:one|two|three);3;0;otro;perimetro de reporte two years
supply chain ethics;1;1;ok;
supply chain ethics;2;1;ok;
supply chain ethics;3;1;ok;
living income;1;1;ok;
living income;2;1;ok;
supply chain decarbonisation;1;1;ok;
supply chain labour;1;0;otro;artefacto entre dos temas de lista
